,File,Date,Description,Original value,Currency,Budget 0,Manual bgt
911,Chase Checking,2020-08-25,POSTMATES TIP HTTPSPOSTMATE CA               08/24,-4.2,USD,Supermarket,
912,Chase Checking,2020-08-25,MBS DIRECT 800-325-3252 MO                   08/24,-85.0,USD,,
913,Chase Checking,2020-08-25,MICHAEL S PIZZERIA CHICAGO IL                08/21,-38.41,USD,Restaurant,
914,Chase Checking,2020-08-24,HLU*Hulu 14203357245 HULU.COM/BILL CA        08/22,-13.07,USD,Hulu,
915,Chase Checking,2020-08-24,POSTMATES 14F53 TINY HTTPSPOSTMATE CA        08/24,-27.03,USD,Supermarket,
916,Chase Checking,2020-08-24,INSTACART HTTPSINSTACAR CA                   08/23,-107.17,USD,Supermarket,
917,Chase Checking,2020-08-24,COURSRAAFLKYQNP1BEF5P 650-963-9884 CA        08/22,-9.99,USD,,
918,Chase Checking,2020-08-24,Kindle Unltd*MM0MH92U 866-321-8851 WA        08/22,-9.99,USD,Amazon prime,
919,Chase Checking,2020-08-24,GOOGLE *YouTube Vide g.co/helppay# CA        08/22,-4.35,USD,Youtube,
920,Chase Checking,2020-08-24,GNS MARKET CHICAGO IL                        08/21,-4.51,USD,Booze,
921,Chase Checking,2020-08-24,AMZN Mktp US*MM14U1A Amzn.com/bill WA        08/22,-33.95,USD,Amazon to be deleted,
922,Chase Checking,2020-08-24,AMZN Mktp US*MM9GX8E Amzn.com/bill WA        08/22,-84.99,USD,Amazon to be deleted,
923,Chase Checking,2020-08-24,COURSRA2W396ZOOXVB9EE 650-963-9884 CA        08/22,-9.99,USD,,
924,Chase Checking,2020-08-21,STARBUCKS STORE 02218 CHICAGO IL             08/20,-10.62,USD,Coffee,
925,Chase Checking,2020-08-21,GRUBHUBJAKESPUPINTHER GRUBHUB.COM NY         08/21,-18.89,USD,Restaurant,
926,Chase Checking,2020-08-21,QuickPay with Zelle payment from JENNIFER A CONNORS 10155278533,405.0,USD,EK nanny,
927,Chase Checking,2020-08-19,OBERWEIS DAIRY CHICAGO IL                    08/17,-10.57,USD,Coffee,
928,Chase Checking,2020-08-19,IRS  TREAS 310     TAX REF                  PPD ID: 9111036170,13.66,USD,Income tax,
929,Chase Checking,2020-08-18,Rany Management  WEB PMTS   TX22Q1          WEB ID: 9084434801,-38.18,USD,Electricity,
930,Chase Checking,2020-08-18,Amazon.com*MM1EB7CP0 Amzn.com/bill WA        08/17,-14.03,USD,Amazon to be deleted,
931,Chase Checking,2020-08-18,AMZN Mktp US*MM98E3C Amzn.com/bill WA        08/17,-10.61,USD,Amazon to be deleted,
932,Chase Checking,2020-08-17,Spotify USA 877-7781161 NY                   08/15,-5.44,USD,Spotify,
933,Chase Checking,2020-08-17,Amazon Prime*MM2PN70 Amzn.com/bill WA        08/15,-6.49,USD,Amazon prime,
934,Chase Checking,2020-08-17,WALGREENS STORE 953 W CHICAGO IL     813815  08/17,-22.03,USD,Medicine,
935,Chase Checking,2020-08-17,INSTACART SUBSCRIPTI HTTPSINSTACAR CA        08/17,-9.99,USD,Supermarket,
936,Chase Checking,2020-08-17,INSTACART HTTPSINSTACAR CA                   08/15,-100.37,USD,Supermarket,
937,Chase Checking,2020-08-17,CKE*PANCAKE CAFE CHICAG CHICAGO IL           08/15,-41.09,USD,Restaurant,
938,Chase Checking,2020-08-17,GRUBHUBJAKESPUPINTHER GRUBHUB.COM NY         08/16,-27.62,USD,Restaurant,
939,Chase Checking,2020-08-17,POSTMATES TIP HTTPSPOSTMATE CA               08/14,-4.24,USD,Supermarket,
940,Chase Checking,2020-08-14,QuickPay with Zelle payment from JENNIFER A CONNORS 10117937912,270.0,USD,EK nanny,
941,Chase Checking,2020-08-14,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.09,USD,Beam salary,
942,Chase Checking,2020-08-12,GOOGLE*DISNEY MOBILE INTERNET CA             08/10,-7.49,USD,Disney,
943,Chase Checking,2020-08-12,WALGREENS STORE 953 W CHICAGO IL     706292  08/12,-13.04,USD,Medicine,
944,Chase Checking,2020-08-12,KOZY'S CYCLERY 3712 CHICAGO IL               08/11,-94.99,USD,,
945,Chase Checking,2020-08-11,ATT              Payment                    PPD ID: 9864031004,-80.0,USD,Cellphone,
946,Chase Checking,2020-08-10,STATE FARM  INSURANCE 800-956-6310 IL        08/08,-7.41,USD,Home insurance,
947,Chase Checking,2020-08-10,SIMPLEMOBILE*SERVICES 877-878-7908 FL        08/08,-85.29,USD,Cellphone bill,
948,Chase Checking,2020-08-10,INSTACART HTTPSINSTACAR CA                   08/09,-88.85,USD,Supermarket,
949,Chase Checking,2020-08-10,DISTRICT STUDENT OFF 312-553-2838 IL         08/09,-438.0,USD,EK Concordia,
950,Chase Checking,2020-08-10,Amazon.com*MF81X6HK0 Amzn.com/bill WA        08/09,-47.81,USD,Amazon to be deleted,
951,Chase Checking,2020-08-10,UBER   TRIP HELP.UBER.COM CA                 08/09,-9.74,USD,Uber,
952,Chase Checking,2020-08-10,POSTMATES 14F53 ORAN HTTPSPOSTMATE CA        08/08,-32.31,USD,Supermarket,
953,Chase Checking,2020-08-10,TARGET T- 4466 N Broad Chicago IL            08/08,-24.23,USD,Supermarket,
954,Chase Checking,2020-08-10,AMZN Mktp US*MF6992M Amzn.com/bill WA        08/08,-14.55,USD,Amazon to be deleted,
955,Chase Checking,2020-08-10,UBER   TRIP HELP.UBER.COM CA                 08/08,-15.28,USD,Uber,
956,Chase Checking,2020-08-10,Amazon.com*MF51M6XL2 Amzn.com/bill WA        08/08,-53.11,USD,Amazon to be deleted,
957,Chase Checking,2020-08-07,TARGET T- 4466 N Broad Chicago IL            08/07,-71.93,USD,Supermarket,
958,Chase Checking,2020-08-07,TST* MATILDA CHICAGO IL                      08/06,-52.92,USD,Restaurant,
959,Chase Checking,2020-08-07,QuickPay with Zelle payment from JENNIFER A CONNORS 10080081025,270.0,USD,EK nanny,
960,Chase Checking,2020-08-05,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/04NETFLIX.C,-0.18,USD,Netflix,
961,Chase Checking,2020-08-05,NETFLIX.COM SAO PAULO                        08/04 BR Real    32.90 X 0.1896657 (EXCHG RTE),-6.24,USD,Netflix,
962,Chase Checking,2020-08-05,GRUBHUBNANOSUSHIBROAD GRUBHUB.COM NY         08/04,-37.64,USD,Restaurant,
963,Chase Checking,2020-08-04,INSTACART HTTPSINSTACAR CA                   08/03,-76.96,USD,Supermarket,
964,Chase Checking,2020-08-04,Amazon.com*MF1VI65S1 Amzn.com/bill WA        08/04,-7.94,USD,Amazon to be deleted,
965,Chase Checking,2020-08-04,Amazon.com*MF3ER8LJ2 Amzn.com/bill WA        08/03,-37.08,USD,Amazon to be deleted,
966,Chase Checking,2020-08-03,WALGREENS STORE 953 W CHICAGO IL     628847  08/02,-13.27,USD,Medicine,
967,Chase Checking,2020-08-03,QuickPay with Zelle payment to Mr. Ali 10047369929,-1750.0,USD,Rent,
968,Chase Checking,2020-08-03,TARGET T- 4466 N Broad Chicago IL            08/01,-57.6,USD,Supermarket,
969,Chase Checking,2020-08-03,UBER   TRIP HELP.UBER.COM CA                 08/02,-14.2,USD,Uber,
970,Chase Checking,2020-08-03,STANS DONUTS  BROADWAY CHICAGO IL            08/01,-21.53,USD,Coffee,
971,Chase Checking,2020-08-03,PIZZA HUT 034139 https://ipcha IL            07/31,-32.04,USD,Restaurant,
972,Chase Checking,2020-08-03,OBERWEIS DAIRY CHICAGO IL                    07/30,-6.84,USD,Coffee,
973,Chase Checking,2020-07-31,GOOGLE *Globo 855-836-3987 CA                07/30,-22.3,USD,,
974,Chase Checking,2020-07-31,WMV*MATCH.COM 800-326-5161 TX                07/30,-42.99,USD,,
975,Chase Checking,2020-07-31,QuickPay with Zelle payment from JENNIFER A CONNORS 10036617217,410.0,USD,EK nanny,
976,Chase Checking,2020-07-31,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.1,USD,Beam salary,
977,Chase Checking,2020-07-29,Rany Management  WEB PMTS   R99HP1          WEB ID: 9084434801,-28.78,USD,Electricity,
978,Chase Checking,2020-07-29,WALGREENS STORE 953 W CHICAGO IL     601761  07/29,-2.03,USD,Medicine,
979,Chase Checking,2020-07-28,LYFT   *RIDE SUN 3PM lyft.com CA             07/27,-13.23,USD,Uber,
980,Chase Checking,2020-07-27,INSTACART HTTPSINSTACAR CA                   07/26,-100.88,USD,Supermarket,
981,Chase Checking,2020-07-27,KING CRAB HOUSE CHICAGO IL                   07/26,-67.93,USD,Restaurant,
982,Chase Checking,2020-07-27,GRUBHUBTACOBURRITOHOU GRUBHUB.COM NY         07/27,-24.46,USD,Restaurant,
983,Chase Checking,2020-07-27,STARBUCKS STORE 49431 CHICAGO IL             07/25,-10.19,USD,Coffee,
984,Chase Checking,2020-07-27,PIZZA HUT 034139 https://ipcha IL            07/24,-29.51,USD,Restaurant,
985,Chase Checking,2020-07-27,Amazon.com*MV7840HS0 Amzn.com/bill WA        07/24,-10.86,USD,Amazon to be deleted,
986,Chase Checking,2020-07-24,OBERWEIS DAIRY CHICAGO IL                    07/22,-13.01,USD,Coffee,
987,Chase Checking,2020-07-24,QuickPay with Zelle payment from JENNIFER A CONNORS 9999041318,405.0,USD,EK nanny,
988,Chase Checking,2020-07-23,GRUBHUBMCDONALDS GRUBHUB.COM NY              07/22,-39.85,USD,Restaurant,
989,Chase Checking,2020-07-22,HLU*Hulu 14203357248 HULU.COM/BILL CA        07/22,-13.07,USD,Hulu,
990,Chase Checking,2020-07-22,WALGREENS STORE 953 W CHICAGO IL     802289  07/22,-10.99,USD,Medicine,
991,Chase Checking,2020-07-22,AMZN Mktp US*MV6YO7S Amzn.com/bill WA        07/22,-21.24,USD,Amazon to be deleted,
992,Chase Checking,2020-07-22,Kindle Unltd*MV7TP7EC 866-321-8851 WA        07/22,-9.99,USD,Amazon prime,
993,Chase Checking,2020-07-22,ARTEMIO S BAKERY CHICAGO IL                  07/21,-4.0,USD,Coffee,
994,Chase Checking,2020-07-22,AMZN Mktp US*MV1658S Amzn.com/bill WA        07/22,-16.99,USD,Amazon to be deleted,
995,Chase Checking,2020-07-21,WALGREENS STORE 953 W CHICAGO IL     942551  07/21,-18.01,USD,Medicine,
996,Chase Checking,2020-07-20,INSTACART HTTPSINSTACAR CA                   07/19,-96.4,USD,Supermarket,
997,Chase Checking,2020-07-20,GOOGLE *YouTube Vide g.co/helppay# CA        07/19,-4.35,USD,Youtube,
998,Chase Checking,2020-07-20,LYFT   *BIKE RIDE lyft.com CA                07/18,-3.27,USD,Uber,
999,Chase Checking,2020-07-20,PIZZA HUT 034139 https://ipcha IL            07/17,-26.98,USD,Restaurant,
1000,Chase Checking,2020-07-20,AMZN Mktp US*MV80A71 Amzn.com/bill WA        07/17,-30.27,USD,Amazon to be deleted,
1001,Chase Checking,2020-07-20,AMZN Mktp US*MJ82N6W Amzn.com/bill WA        07/17,-12.74,USD,Amazon to be deleted,
1002,Chase Checking,2020-07-20,QuickPay with Zelle payment from SADEGH AMINSHARIE FTB011060476,20.0,USD,,
1003,Chase Checking,2020-07-17,LYFT   *RIDE WED 5PM lyft.com CA             07/16,-12.98,USD,Uber,
1004,Chase Checking,2020-07-17,KOZY'S CYCLERY 3712 CHICAGO IL               07/16,-94.99,USD,,
1005,Chase Checking,2020-07-17,GRUBHUBJAKESPUPINTHER GRUBHUB.COM NY         07/17,-25.08,USD,Restaurant,
1006,Chase Checking,2020-07-17,QuickPay with Zelle payment from JENNIFER A CONNORS 9962630124,270.0,USD,EK nanny,
1007,Chase Checking,2020-07-17,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.09,USD,Beam salary,
1008,Chase Checking,2020-07-16,Spotify USA 877-7781161 NY                   07/15,-5.44,USD,Spotify,
1009,Chase Checking,2020-07-16,Amazon Prime*MJ5R809 Amzn.com/bill WA        07/15,-6.49,USD,Amazon prime,
1010,Chase Checking,2020-07-16,TARGET T- 4466 N Broad Chicago IL            07/16,-9.82,USD,Supermarket,
1011,Chase Checking,2020-07-16,INSTACART SUBSCRIPTI HTTPSINSTACAR CA        07/16,-9.99,USD,Supermarket,
1012,Chase Checking,2020-07-16,Amazon.com*MJ7SD89L2 Amzn.com/bill WA        07/15,-40.61,USD,Amazon to be deleted,
1013,Chase Checking,2020-07-15,UBER   TRIP HELP.UBER.COM CA                 07/15,-10.38,USD,Uber,
1014,Chase Checking,2020-07-14,THE UPS STORE #0800 37 CHICAGO IL            07/14,-16.74,USD,Other mid,
1015,Chase Checking,2020-07-14,INSTACART HTTPSINSTACAR CA                   07/13,-51.86,USD,Supermarket,
1016,Chase Checking,2020-07-14,MICHAEL S PIZZERIA CHICAGO IL                07/11,-47.0,USD,Restaurant,
1017,Chase Checking,2020-07-13,GOOGLE*DISNEY MOBILE INTERNET CA             07/11,-7.49,USD,Disney,
1018,Chase Checking,2020-07-13,ATT              Payment                    PPD ID: 9864031004,-80.0,USD,Cellphone,
1019,Chase Checking,2020-07-13,INSTACART HTTPSINSTACAR CA                   07/12,-96.87,USD,Supermarket,
1020,Chase Checking,2020-07-13,HM.COM 855-4667467 NY                        07/12,-81.76,USD,,
1021,Chase Checking,2020-07-13,TARGET T- 4466 N Broad Chicago IL            07/11,-136.71,USD,Supermarket,
1022,Chase Checking,2020-07-13,STANS DONUTS  BROADWAY CHICAGO IL            07/11,-19.2,USD,Coffee,
1023,Chase Checking,2020-07-13,GRUBHUBORANGEGARDENRE GRUBHUB.COM NY         07/12,-38.75,USD,Restaurant,
1024,Chase Checking,2020-07-13,AMZN Mktp US*MJ1J05R Amzn.com/bill WA        07/11,-75.41,USD,Amazon to be deleted,
1025,Chase Checking,2020-07-13,OBERWEIS DAIRY CHICAGO IL                    07/09,-10.57,USD,Coffee,
1026,Chase Checking,2020-07-10,QuickPay with Zelle payment from JENNIFER A CONNORS 9926637536,405.0,USD,EK nanny,
1027,Chase Checking,2020-07-09,STATE FARM  INSURANCE 800-956-6310 IL        07/08,-7.41,USD,Home insurance,
1028,Chase Checking,2020-07-09,SIMPLEMOBILE*SERVICES 877-878-7908 FL        07/09,-85.29,USD,Cellphone bill,
1029,Chase Checking,2020-07-09,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-136.63,USD,Credit card,
1030,Chase Checking,2020-07-09,ATM WITHDRAWAL                       000786  07/093714 N BR,-100.0,USD,Withdrawals,
1031,Chase Checking,2020-07-09,AMZN Mktp US*MJ3HM6P Amzn.com/bill WA        07/08,-361.96,USD,Amazon to be deleted,
1032,Chase Checking,2020-07-09,AMZN Mktp US*MJ10P9S Amzn.com/bill WA        07/08,-4.24,USD,Amazon to be deleted,
1033,Chase Checking,2020-07-07,VENMO* Visa Direct NY                        07/07,-50.0,USD,,
1034,Chase Checking,2020-07-07,QuickPay with Zelle payment from KAUSTUBH SOMANI 9907002466,25.0,USD,,
1035,Chase Checking,2020-07-06,FOREIGN EXCHANGE RATE ADJUSTMENT FEE         07/04NETFLIX.C,-0.18,USD,Netflix,
1036,Chase Checking,2020-07-06,DOMINO'S 2759 630-215-4555 IL                07/05,-30.49,USD,Restaurant,
1037,Chase Checking,2020-07-06,INSTACART HTTPSINSTACAR CA                   07/05,-75.5,USD,Supermarket,
1038,Chase Checking,2020-07-06,GOOGLE *YouTube Vide g.co/helppay# CA        07/05,-4.35,USD,Youtube,
1039,Chase Checking,2020-07-06,MARIANOS 538 CHICAGO IL              676603  07/04,-13.23,USD,Supermarket,
1040,Chase Checking,2020-07-06,MARIANOS 538 CHICAGO IL              111098  07/04,-95.69,USD,Supermarket,
1041,Chase Checking,2020-07-06,STARBUCKS 800-782-7282 WA                    07/05,-25.0,USD,Coffee,
1042,Chase Checking,2020-07-06,NETFLIX.COM SAO PAULO                        07/04 BR Real    32.90 X 0.1884498 (EXCHG RTE),-6.2,USD,Netflix,
1043,Chase Checking,2020-07-06,GNS MARKET CHICAGO IL                        07/03,-33.7,USD,Booze,
1044,Chase Checking,2020-07-06,AMZN Mktp US*MJ3SR3Z Amzn.com/bill WA        07/04,-9.13,USD,Amazon to be deleted,
1045,Chase Checking,2020-07-06,OBERWEIS DAIRY CHICAGO IL                    07/02,-12.23,USD,Coffee,
1046,Chase Checking,2020-07-03,AMZN Mktp US*MJ5MM5N Amzn.com/bill WA        07/03,-58.31,USD,Amazon to be deleted,
1047,Chase Checking,2020-07-03,POSTMATES 14F53 SHAK HTTPSPOSTMATE CA        07/02,-30.78,USD,Supermarket,
1048,Chase Checking,2020-07-03,QuickPay with Zelle payment from JENNIFER A CONNORS 9886859477,405.0,USD,EK nanny,
1049,Chase Checking,2020-07-03,Jim Beam Brands  Payroll                    PPD ID: 1132581196,2638.1,USD,Beam salary,
1050,Chase Checking,2020-07-02,POSTMATES TIP HTTPSPOSTMATE CA               07/01,-4.08,USD,Supermarket,
1051,Chase Checking,2020-07-01,QuickPay with Zelle payment to Mr. Ali 9869854154,-1750.0,USD,Rent,
1052,Chase Checking,2020-07-01,WMV*MATCH.COM 800-326-5161 TX                06/30,-32.24,USD,,
1053,Chase Credit,2020-10-08,AUTOMATIC PAYMENT - THANK,428.04,USD,Credit card to be deleted,
1054,Chase Credit,2020-09-09,HERTZ RENT-A-CAR,-384.04,USD,,
1055,Chase Credit,2020-09-08,AUTOMATIC PAYMENT - THANK,449.99,USD,Credit card to be deleted,
1056,Chase Credit,2020-09-02,ALLIANZ TRAVEL INS,-44.0,USD,,
1057,Chase Credit,2020-07-21,SIX THREE ZERO ENTERPR,-449.99,USD,,
1058,Chase Credit,2020-07-08,AUTOMATIC PAYMENT - THANK,136.63,USD,Credit card to be deleted,
1059,Capital One Savings,2020-10-14,Debit Card Purchase - PROBILLER COM 855 232 9555 CA,-9.99,USD,Other MN subscriptions,
1060,Capital One Savings,2020-10-02,Debit Card Purchase - GOOGLE GLOBO 855 836 3987 CA,-14.86,USD,Globoplay,
1061,Capital One Savings,2020-09-30,Monthly Interest Paid,0.05,USD,Account interest,
1062,Capital One Savings,2020-09-14,Debit Card Purchase - PROBILLER COM 855 232 9555 CA,-9.99,USD,Other MN subscriptions,
1063,Capital One Savings,2020-09-03,Debit Card Purchase - GOOGLE GLOBO INTERNET CA,-14.86,USD,Globoplay,
1064,Capital One Savings,2020-08-31,Monthly Interest Paid,0.05,USD,Account interest,
1065,Capital One Savings,2020-08-14,Debit Card Purchase - PROBILLER COM 855 232 9555 CA,-9.99,USD,Other MN subscriptions,
1066,Capital One Savings,2020-08-05,Debit Card Purchase - GRUBHUBBRAZILIANBOWL 8775851085 NY,-28.2,USD,Restaurant,
1067,Capital One Savings,2020-08-04,Debit Card Purchase - GOOGLE GLOBO INTERNET CA,-14.86,USD,Globoplay,
1068,Capital One Savings,2020-07-31,Monthly Interest Paid,0.06,USD,Account interest,
1069,Capital One Savings,2020-07-15,Debit Card Purchase - MBI PROBILLER COM 855 232 9555 CA,-9.99,USD,Other MN subscriptions,
1070,Capital One Savings,2020-07-02,Debit Card Purchase - GOOGLE GLOBO MOUNTAIN VIE CA,-14.86,USD,Globoplay,
1071,Capital One Checking,2020-09-30,Monthly Interest Paid,1.91,USD,Account interest,
1072,Capital One Checking,2020-08-31,Monthly Interest Paid,2.43,USD,Account interest,
1073,Capital One Checking,2020-07-31,Monthly Interest Paid,3.07,USD,Account interest,
1074,Pinnacle Savings,2020-10-30,INTEREST,0.01,USD,Account interest,
1075,Pinnacle Savings,2020-09-30,INTEREST,0.01,USD,Account interest,
1076,Pinnacle Savings,2020-08-31,INTEREST,0.01,USD,Account interest,
1077,Pinnacle Savings,2020-08-03,DEPOSIT,70.0,USD,,
1078,Pinnacle Savings,2020-07-31,INTEREST,0.01,USD,Account interest,
1079,Pinnacle Checking,2020-07-27,XX8478 VISA PURCHASE Lyft *Ride Sun SAN FRANCISCO CA 12028881 072703205,-15.54,USD,,
1080,Pinnacle Checking,2020-07-20,Deposit,1000.0,USD,,
1081,Nubank credit card,2020-09-03,Folhadespaulo,-29.9,BRL,Folha de SP,
1082,Nubank credit card,2020-09-07,Pagamento recebido,29.9,BRL,Credit card to be deleted,
1083,Nubank credit card,2020-08-01,Pagamento recebido,29.9,BRL,Credit card to be deleted,
1084,Nubank credit card,2020-08-04,Folhadespaulo,-29.9,BRL,Folha de SP,
1085,Nubank credit card,2020-07-01,Pagamento recebido,29.9,BRL,Credit card to be deleted,
1086,Nubank credit card,2020-07-02,Folhadespaulo,-29.9,BRL,Folha de SP,
1087,Nubank checking,2020-10-23,Paula,-300.0,BRL,MN therapy,
1088,Nubank checking,2020-10-20,Polliana ,8.0,BRL,Poker,
1089,Nubank checking,2020-10-20,Lucas Ferraz,-27.0,BRL,Poker,
1090,Nubank checking,2020-10-19,Alvaro,-59.0,BRL,Poker,
1091,Nubank checking,2020-10-19,Papai,-1500.0,BRL,Help Vo Eni,
1092,Nubank checking,2020-10-16,Lucas Lopes,20.0,BRL,Poker,
1093,Nubank checking,2020-10-16,Rodrigo,30.0,BRL,Poker,
1094,Nubank checking,2020-10-07,Fernanda Romero,300.0,BRL,EK private classes,
1095,Nubank checking,2020-10-04,Alexandre,30.0,BRL,Poker,
1096,Nubank checking,2020-10-01,Cartao de credito,-29.9,BRL,Credit card,
1097,Nubank checking,2020-09-29,Denise,-600.0,BRL,EK therapy,
1098,Nubank checking,2020-09-22,Papai,-1500.0,BRL,Help Vo Eni,
1099,Nubank checking,2020-09-21,Eder,600.0,BRL,EK private classes,
1100,Nubank checking,2020-09-16,Rodrigo,30.0,BRL,Poker,
1101,Nubank checking,2020-09-16,Lucas Ferraz,-11.0,BRL,Poker,
1102,Nubank checking,2020-09-16,Daniel Ferraz,-18.0,BRL,Poker,
1103,Nubank checking,2020-09-15,Alvaro,-10.0,BRL,Poker,
1104,Nubank checking,2020-09-15,Kassio,-21.0,BRL,Poker,
1105,Nubank checking,2020-09-15,Lucas Lopes,10.0,BRL,Poker,
1106,Nubank checking,2020-09-15,Mamae,500.0,BRL,EK private classes,
1107,Nubank checking,2020-09-14,Alexandre,20.0,BRL,Poker,
1108,Nubank checking,2020-09-11,Paula,-600.0,BRL,MN therapy,
1109,Nubank checking,2020-09-07,Cartao de credito,-29.9,BRL,Credit card,
1110,Nubank checking,2020-08-31,IR restituicao,282.54,BRL,Income tax,
1111,Nubank checking,2020-08-24,Victor,-190.0,BRL,,
1112,Nubank checking,2020-08-24,Denise,-450.0,BRL,EK therapy,
1113,Nubank checking,2020-08-21,Daniel Ferraz,-13.0,BRL,Poker,
1114,Nubank checking,2020-08-21,Lucas Ferraz,-60.0,BRL,Poker,
1115,Nubank checking,2020-08-21,Alvaro,30.0,BRL,Poker,
1116,Nubank checking,2020-08-18,Rodrigo,30.0,BRL,Poker,
1117,Nubank checking,2020-08-18,Lucas Lopes,12.0,BRL,Poker,
1118,Nubank checking,2020-08-17,Kassio,6.0,BRL,Poker,
1119,Nubank checking,2020-08-17,Alexandre,30.0,BRL,Poker,
1120,Nubank checking,2020-08-13,Rodrigo,20.0,BRL,Poker,
1121,Nubank checking,2020-08-07,Paula,-600.0,BRL,MN therapy,
1122,Nubank checking,2020-08-07,Kassio,-40.0,BRL,Poker,
1123,Nubank checking,2020-08-07,Lucas Ferraz,-40.0,BRL,Poker,
1124,Nubank checking,2020-08-07,Alvaro,10.0,BRL,Poker,
1125,Nubank checking,2020-08-07,Polliana ,40.0,BRL,Poker,
1126,Nubank checking,2020-08-05,Mamae,500.0,BRL,EK private classes,
1127,Nubank checking,2020-08-04,Omar,240.0,BRL,EK private classes,
1128,Nubank checking,2020-08-03,Denise,-750.0,BRL,EK therapy,
1129,Nubank checking,2020-08-01,Cartao de credito,-29.9,BRL,Credit card,
1130,Nubank checking,2020-07-29,Pepe,2554.0,BRL,,
1131,Nubank checking,2020-07-25,Lucas Fernandes,20.0,BRL,Poker,
1132,Nubank checking,2020-07-25,Alexandre,60.0,BRL,Poker,
1133,Nubank checking,2020-07-21,Eder,600.0,BRL,EK private classes,
1134,Nubank checking,2020-07-07,Paula,-600.0,BRL,MN therapy,
1135,Nubank checking,2020-07-07,Polliana ,8.0,BRL,Poker,
1136,Nubank checking,2020-07-07,Daniel Ferraz,-88.0,BRL,Poker,
1137,Nubank checking,2020-07-07,Lucas Ferraz,-24.0,BRL,Poker,
1138,Nubank checking,2020-07-06,Manoel,-100.0,BRL,Intra-transter,
1139,Nubank checking,2020-07-04,Rodrigo,40.0,BRL,Poker,
1140,Nubank checking,2020-07-04,Lucas Lopes,40.0,BRL,Poker,
1141,Nubank checking,2020-07-04,Kassio,40.0,BRL,Poker,
1142,Nubank checking,2020-07-03,Omar,300.0,BRL,EK private classes,
1143,Nubank checking,2020-07-01,Cartao de credito,-29.9,BRL,Credit card,
1144,Fidelity 401K,2020-10-23,CONTRIBUTION,324,USD,401K,
1145,Fidelity 401K,2020-10-09,CONTRIBUTION,324,USD,401K,
1146,Fidelity 401K,2020-10-02,Change in Account Value,27.48,USD,401K pre-tax benefit,
1147,Fidelity 401K,2020-10-01,RECORDKEEPING FEE,-8.03,USD,Investment fees,
1148,Fidelity 401K,2020-10-01,REALIZED G/L,0.04,USD,Investment interest,
1149,Fidelity 401K,2020-10-01,RECORDKEEPING FEE,-9.47,USD,Investment fees,
1150,Fidelity 401K,2020-10-01,REALIZED G/L,1.68,USD,Investment interest,
1151,Fidelity 401K,2020-09-25,CONTRIBUTION,324,USD,401K,
1152,Fidelity 401K,2020-09-11,CONTRIBUTION,324,USD,401K,
1153,Fidelity 401K,2020-09-01,CONTRIBUTION,324,USD,401K,
1154,Fidelity 401K,2020-08-18,CONTRIBUTION,324,USD,401K,
1155,Fidelity 401K,2020-08-04,CONTRIBUTION,324,USD,401K,
1156,Fidelity 401K,2020-07-21,CONTRIBUTION,324,USD,401K,
1157,Fidelity 401K,2020-07-10,Change in Account Value,21.65,USD,401K pre-tax benefit,
1158,Fidelity 401K,2020-07-07,CONTRIBUTION,324,USD,401K,
1159,Fidelity 401K,2020-07-01,RECORDKEEPING FEE,-8.14,USD,Investment fees,
1160,Fidelity 401K,2020-07-01,REALIZED G/L,-0.65,USD,Investment interest,
1161,Fidelity 401K,2020-07-01,RECORDKEEPING FEE,-9.36,USD,Investment fees,
1162,Fidelity 401K,2020-07-01,REALIZED G/L,0.79,USD,Investment interest,
1163,Payment Stubs,2020-10-24,Group Term Life,-1.0000674999999999,USD,Group Term Life,
1164,Payment Stubs,2020-10-24,Brand Ambassador,0.0,USD,Booze,
1165,Payment Stubs,2020-10-24,Employer LTD,-2.5629180833333334,USD,Employer LTD,
1166,Payment Stubs,2020-10-24,Medical - Pretax,-54.119108999999995,USD,Health care fee,
1167,Payment Stubs,2020-10-24,Dental - Pretax,-3.6497438333333334,USD,Dental fee,
1168,Payment Stubs,2020-10-24,Vision - Pretax,-3.3121023333333333,USD,Vision,
1169,Payment Stubs,2020-10-24,HSA Family,0.0,USD,Intra-transter,
1170,Payment Stubs,2020-10-24,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
1171,Payment Stubs,2020-10-24,Pre-tax deductions,64.64394074999998,USD,Pre-tax deductions,
1172,Payment Stubs,2020-10-10,Group Term Life,-1.0000533333333332,USD,Group Term Life,
1173,Payment Stubs,2020-10-10,Brand Ambassador,0.0,USD,Booze,
1174,Payment Stubs,2020-10-10,Employer LTD,-2.5628817777777777,USD,Employer LTD,
1175,Payment Stubs,2020-10-10,Medical - Pretax,-54.119296,USD,Health care fee,
1176,Payment Stubs,2020-10-10,Dental - Pretax,-3.6497564444444444,USD,Dental fee,
1177,Payment Stubs,2020-10-10,Vision - Pretax,-3.312113777777778,USD,Vision,
1178,Payment Stubs,2020-10-10,HSA Family,0.0,USD,Intra-transter,
1179,Payment Stubs,2020-10-10,Commuter - Transportation - Pre Tax,0.0,USD,MN metro,
